,BIR_PRJD_ITEM_008,BIR_PRJD_RT_008A,BIR_PRJD_ORIG_PLN,BIR_PRJD_OVERLAY,BIR_PRJD_CURB,BIR_PRJD_DEV_RPAR,BIR_PRJD_WIDENING,BIR_PRJD_PAINTING,BIR_PRJD_SHOP_PLN,BIR_PRJD_OTHER,BIR_PRJD_RE_DECK,BIR_PRJD_FORM_PRJ,BIR_PRJD_DSGN_CLS,BIR_PRJD_YEAR
4835,S077 11368,3,,,,,,,Y,,,11604,,1985.0
4836,S077 11540,1,Y,,,,,,,,,F-77-3(1009)STD 1310,HS20,1995.0
4837,S077 11601,1,Y,,,,,,,,,F-77-3(1009)-1,HS25,1995.0
4838,S077 11803,1,Y,,,,,,,,,F-77-3(1014)STD1310,HS20,1996.0
4839,S077 12165,1,Y,,,,,,,,,"F-77-3(1013)-4C,5CSTD1210",HS20,1993.0
4840,S077 12173L,1,Y,,,,,,,,,F-77-3(1010)-1,HS25,1997.0
4841,S077 12173R,1,Y,,,,,,,,,F-77-3(1013)-1,HS25,1993.0
4842,S077 12173R,2,,,,,,,Y,,,12294,,
4843,S077 12219L,1,Y,,,,,,,,,F-77-3(1010)-2,HS25,1996.0
4844,S077 12219R,1,Y,,,,,,,,,F-77-3(1010)-2,HS25,1996.0
4845,S077 12359,1,Y,,,,,,,,,F-77-3(1010)-2C,HS20,1996.0
4846,S077 12497,1,Y,,,,,,,,,F-275-6(1027)-1,HS25,2005.0
4847,S077 12541,1,Y,,,,,,,,,F-263(9)-1,H-15,1955.0
4848,S077 12541,2,,,,,,,Y,,,9727,,
4849,S077 12546,1,Y,,,,,,,,,WPGH-304-A-1,H15,1935.0
4850,S077 12546,2,,,,,,,,Y,,F-263(8),,1955.0
4851,S077 12546,3,,,,,,,Y,,,8866,,
4852,S077 12546,4,,,,,,,Y,,,9688,,
4853,S077 12668,1,Y,,,,,,,,,F-BRF-BHF-77-3(108)-1,HS20,1988.0
4854,S077 12668,2,,,,,,,Y,,,11999,,
4855,S077 12668,3,,,Y,,,,,,,NH-77-3(122)-1C,,2010.0
4856,S077 12685,1,Y,,,,,,,,,F-BRF-BHF-77-3(108)-2,HS20,1988.0
4857,S077 12685,2,,,,,,,Y,,,11799,,
4858,S077 12685,3,,,,Y,,,,,,STR-D2(1018)-3,,1999.0
4859,S077 12685,4,,,Y,,,,,,,NH-77-3(122)-2C,,2010.0
4860,S077 12752,1,Y,,,,,,,,,F-BRF-BHF-77-3(108)-3,HS20,1988.0
4861,S077 12752,2,,,,,,,,Y,,11799,,
4862,S077 12752,3,,,,Y,,,,,,STR-D2(1018)-4,,1999.0
4863,S077 12752,4,,,Y,Y,,,,,,NH-77-3(122)-3C,,2010.0
4864,S077 13643,1,Y,,,,,,,,,304-D-1,H15,1937.0
4865,S077 13643,2,,,,,Y,,,,,RF-304(17)-1,H15,1972.0
4866,S077 13643,3,,,,,,,Y,,,9006,,
4867,S077 13643,4,,,,,,,Y,,,10779,,
4868,S077 14011,1,Y,,,,,,,,,304-D-2,H15,1937.0
4869,S077 14011,2,,,,,,,Y,,,9007,,
4870,S077 14011,3,,,,,,,,Y,,F-304(14)-1,H15,1945.0
4871,S077 14011,4,,,,,,,Y,,,9357,,
4872,S077 14011,5,,,,,Y,,,,,RF-304(17)-2,H15,1972.0
4873,S077 14011,6,,,,,,,Y,,,10779,,
4874,S077 14731,1,Y,,,,,,,,,49-G,T20,1929.0
4875,S077 14731,2,,,,,,,,Y,,49-G(3)-2C,T20,1938.0
4876,S077 14731,3,,,,,,,,Y,,F-49(27),H15,1955.0
4877,S077 14731,4,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
4878,S077 16180,1,Y,,,,,,,,,FAGH-49-C(2)-2C,T20,1938.0
4879,S077 16180,2,,,,,,,,Y,,F-49(29),H15,1965.0
4880,S077 16180,3,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
4881,S077 16309,1,Y,,,,,,,,,FAGH-49-C(2),T20,1939.0
4882,S077 16309,2,,,,,,,,Y,,F-49(29)-4C,HS20,1964.0
4883,S077 16309,3,,,,,,,,Y,,STD PLAN 1811-F3,,
4884,S077 16541,1,Y,,,,,,,,,FAGH-49-C(2),T20,1939.0
4885,S077 16541,2,,,,,,,,Y,,F-49(29),H15,1965.0
4886,S077 16541,3,,,,,,,,Y,,STD PLAN 1811-F3,,
4887,S077 16541,4,,,,,,,,Y,,STD PLAN 1822-A3-R2,,
4888,S077 16671,1,Y,,,,,,,,,F-49(29)-3C,HS20,1964.0
4889,S077 16945,1,Y,,,,,,,,,49-C(3),T20,1939.0
4890,S077 16945,2,,,,,,,,Y,,F-49(29)-1C,H20,1964.0
4891,S077 16945,3,,,,,,,,Y,,STD PLAN 1811-F3,,
4892,S077 18870,1,Y,,,,,,,,,BRF-20-1(33)-38-97,HS20,1979.0
4893,S077 18870,2,Y,,,,,,,,,EHS-BRF-20-7(104),HS20,1979.0
4894,S077 18870,3,,,,,,,Y,,,11115,,
4895,S077A00022,1,Y,,,,,,,,,1-180-9(64)-46,H 20,1961.0
4896,S077E06134,1,Y,,,,,,,,,IR-F-80-9(581)-1,HS20,1990.0
4897,S078 00132,1,Y,,,,,,,,,RS-78-1(102),HS20,1983.0
4898,S078 00354,1,Y,,,,,,,,,S-218(4),H15,1955.0
4899,S078 00354,2,,,,,,,,Y,,STD PLAN 1822-A2R2,,
4900,S078 00354,3,,,,,,,,Y,,RS-78-1(1001),,1975.0
4901,S078 00402,1,Y,,,,,,,,,RS-78-1(1001)-1,HS20,1975.0
4902,S078 00402,2,,Y,,,,,,,,RS-78-1(1001)-1,,1975.0
4903,S078 00423,1,Y,,,,,,,,,RS-78-1(1001)-1,HS20,1975.0
4904,S078 00423,2,,Y,,,,,,,,RS-78-1(1001)-1,,1975.0
4905,S078 00423,3,,,,,,,Y,,,10866,,
4906,S078 00461,1,Y,,,,,,,,,RS-78-1(1001)-1,HS20,1975.0
4907,S078 00461,2,,Y,,,,,,,,RS-78-1(1001)-1,,1975.0
4908,S078 00461,3,,,,,,,Y,,,10866,,
4909,S078 00566,1,Y,,,,,,,,,S-218(1)-1,H15,1955.0
4910,S078 00566,2,,,,,,,Y,,,9681,,
4911,S078 01091,1,Y,,,,,,,,,STPD-78-1(103)-1,HS25,2005.0
4912,S079 00206,1,Y,,,,,,,,,STPD-79-2(102)-3C,HS20,2007.0
4913,S079 00448,1,Y,,,,,,,,,S-338-B-1,HS20,1970.0
4914,S079 00448,2,,,,,,,Y,,,10691,,
4915,S079 00448,3,,Y,,,,,,,,RS-79-2(1002)-4C,,1976.0
4916,S079 00448,4,,,Y,,,,,Y,,STPD-79-2(102)-10C,,2007.0
4917,S079 00468,1,Y,,,,,,,,,FAS-338(4)-1C,H15,1945.0
4918,S079 00468,2,,,,,,,,Y,,STPD-79-2(102)-8C,HS20,2007.0
4919,S079 00480,1,Y,,,,,,,,,FAS-338(4),H15,1943.0
4920,S079 00480,2,,,,,,,,Y,,STD PLAN 1811-J2,,
4921,S079 00480,3,,,,,,,,Y,,STPD-79-2(102)-8C,HS20,2007.0
4922,S079 00690,1,Y,,,,,,,,,FAS-338(4),H15,1943.0
4923,S079 00690,2,,,,,,,,Y,,STD PLAN 1811-F2,,
4924,S079 00690,3,,,,,,,,Y,,MISC-79-2(1018)-1C,,2010.0
4925,S079 00813,1,Y,,,,,,,,,S-338(6)-1C,H15,1953.0
4926,S079 00948,1,Y,,,,,,,,,S-338(6)-1,H15,1953.0
4927,S079 00948,2,,,,,,,Y,,,9599,,
4928,S079 00948,3,,Y,,,,,,,,RS-79-2(1002)-4C,,1976.0
4929,S079 00948,4,,Y,,,,,,,,RD-79-2(1015),,2010.0
4930,S079 01252,1,Y,,,,,,,,,S-338(6)-2,H15,1953.0
4931,S079 01252,2,,,,,,,Y,,,9599,,
4932,S079 01252,3,,Y,,,,,,,,RS-79-2(1002)-4C,,1976.0
4933,S079 01252,4,,Y,,,,,,,,RD-79-2(1015),,2010.0
4934,S079 01404,1,Y,,,,,,,,,S-338(A)-1,H15,1960.0
4935,S079 01404,2,,,,,,,Y,,,10153,,
4936,S079 01404,3,,Y,,,,,,,,S-79-2(1001)-4C,,1974.0
4937,S079 01404,4,,,Y,,,,,,,RS-79-2(1006)-1C,,1987.0
4938,S079 02159,1,Y,,,,,,,,,S-338(A)-2,H15,1960.0
4939,S079 02159,2,,,,,,,Y,,,10153,,
4940,S079 02159,3,,Y,,,,,,,,S-79-2(1001)-4C,,1975.0
4941,S079 02159,4,,,Y,,,,,,,RS-79-2(1006)-3C,,1987.0
4942,S079 02159,5,,,,,,,,Y,,MISC-79-2(1016)-1C,,2011.0
4943,S079 02447,1,Y,,,,,,,,,RS-78-1(1001)-1,HS20,1975.0
4944,S079 02447,2,,Y,,,,,,,,RS-78-1(1001)-1,,1975.0
4945,S079 02719,1,Y,,,,,,,,,S-338(13)-1,HS20,1961.0
4946,S079 02719,2,,,,,,,Y,,,10218,,
4947,S079 02719,3,,Y,,,,,,,,79(27.19)-1,,1982.0
4948,S079 02719,4,,,Y,,,,,,,STPP-79-2(109)-1C,HS20,2004.0
4949,S079 03048,1,Y,,,,,,,,,S-338(14)-1,H20,1967.0
4950,S079 03048,2,,,,,,,Y,,,10593,,
4951,S079 03048,3,,,Y,,,,,,,RS-79-2(105)-1C,,1985.0
4952,S079 03048,4,,Y,,,,,,,,RD-79-2(1013)-4C,,2009.0
4953,S079 03108,1,Y,,,,,,,,,S-338(14)-2,H20,1967.0
4954,S079 03108,2,,,,,,,Y,,,10593,,
4955,S079 03108,3,,,Y,,,,,,,RS-79-2(105)-2C,,1985.0
4956,S079 03108,4,,Y,,,,,,,,RD-79-2(1013)-5C,,2009.0
4957,S079 03396,1,Y,,,,,,,,,S-338(14)-1C,HS20,1967.0
4958,S079 03459,1,Y,,,,,,,,,S-338(14)-3,H20,1967.0
4959,S079 03459,2,,,,,,,Y,,,10593,,
4960,S079 03459,3,,Y,Y,,,,,,,79(34.59),,1984.0
4961,S079 03459,4,,,,,,,,Y,,RD-79-2(1013),,2009.0
4962,S079 03977,1,Y,,,,,,,,,S-338(9)-1,H15,1956.0
4963,S079 03977,2,,,,,,,Y,,,9748,,
4964,S079 04137,1,Y,,,,,,,,,PLANS UNKNOWN,,1978.0
4965,S079 04229,1,Y,,,,,,,,,S-338(17)-1 ORIG,HS20,1973.0
4966,S079 04229,2,,,,,,,Y,,,10804,,
4967,S079 04229,3,,,Y,,,,,,,F-30-6(1017)-5C,,1991.0
4968,S079 04229,4,,,,,,,,,Y,BH-79-3(102)-1,HS20,2000.0
4969,S079 04291,1,Y,,,,,,,,,ER-3(6)-1,HS20,1961.0
4970,S079 04291,2,,,,,,,Y,,,10296,,
4971,S079 04291,3,,,,,Y,,,,,F-3-6(1017)-1,HS20,1991.0
4972,S079 04389,1,Y,,,,,,,,,STPD-79-3(106)-2C,HS20,2008.0
4973,S079 04446,1,Y,,,,,,,,,STPD-79-3(106)-,HS20,2008.0
4974,S079 04495,1,Y,,,,,,,,,STPD-79-3(106)-,HS20,2008.0
4975,S079 04696,1,Y,,,,,,,,,STPD-79-3(106)-,HS20,2008.0
4976,S079 04748,1,Y,,,,,,,,,STPD-79-3(106)-,HS20,2008.0
4977,S079 05122,1,Y,,,,,,,,,EACSTPD-79-3(103)-1,MS22,1996.0
4978,S079 05257,1,Y,,,,,,,,,S-56(9)-1C,HS20,1970.0
4979,S079 05257,2,,,,,,,,Y,,EACSTPD-79-3(103)-2C,HS20,1996.0
4980,S079 05622,1,Y,,,,,,,,,S-56(9)-1C,HS20,1970.0
4981,S079 05622,2,,,,,,,,Y,,EACSTPD-79-3(103)-2C,HS20,1996.0
4982,S079 05979,1,Y,,,,,,,,,S-56(4)-1,H15,1965.0
4983,S079 05979,2,,,,,,,Y,,,10482,,
4984,S079 05979,3,,,,,Y,,,,Y,EACSTPD-79-3(103)-2,MS22,1996.0
4985,S080 00048,1,Y,,,,,,,,,I-80-1(44)-1 ORIG,HS20,1973.0
4986,S080 00048,2,,,,,,,Y,,,10821,,
4987,S080 00048,3,,,,,,,,Y,,80(.48),,1982.0
4988,S080 00048,4,,Y,Y,,,,,,,STR-80-1(1027),,2005.0
4989,S080 00048,5,,,,,,,,Y,,STR-80-1(1033-1C,HS20,2011.0
4990,S080 00526L,1,Y,,,,,,,,,EACI-80-1(21)-1,HS20,1969.0
4991,S080 00526L,2,,,,,,,Y,,,10667,,
4992,S080 00526L,3,,,Y,,,,,,,IR-80-1(145)-2C,,1987.0
4993,S080 00526L,4,,,,,,,Y,,,11789,,
4994,S080 00526L,5,,Y,,,,,,,,STR-80-1(1025)-1C,HS20,2004.0
4995,S080 00526R,1,Y,,,,,,,,,EACH-80-1(21)-1,HS20,1969.0
4996,S080 00526R,2,,,,,,,Y,,,10667,,
4997,S080 00526R,3,,,Y,,,,,,,IR-80-1(145)-2C,,1987.0
4998,S080 00526R,4,,,,,,,Y,,,11789,,
4999,S080 00526R,5,,Y,,,,,,,,STR-80-1(1025)-1C,HS20,2004.0
5000,S080 00648L,1,Y,,,,,,,,,EACI-80-1(22)-1,HS20,1969.0
5001,S080 00648L,2,,,,,,,Y,,,10670,,
5002,S080 00648L,3,,,Y,,,,,,,IR-80-1(145)-3C,,1987.0
5003,S080 00648L,4,,,,,,,Y,,,11789,,
5004,S080 00648L,5,,Y,,,,,,,,STR-80-1(1025)-2C,HS20,2004.0
5005,S080 00648R,1,Y,,,,,,,,,EACI-80-1(22)-1,HS20,1969.0
5006,S080 00648R,2,,,,,,,Y,,,10670,,
5007,S080 00648R,3,,,Y,,,,,,,IR-80-1(145)-3C,,1987.0
5008,S080 00648R,4,,,,,,,Y,,,11789,,
5009,S080 00648R,5,,Y,,,,,,,,STR-80-1(1025)-2C,HS20,2004.0
5010,S080 00846,1,Y,,,,,,,,,I-80-1(47)-1,HS20,1972.0
5011,S080 00846,2,,,,,,,Y,,,10788,,
5012,S080 00846,3,,,Y,,,,,,,IM-80-1(57)-2C,,1999.0
5013,S080 00846,4,,Y,,,,,,Y,,STR-80-1(1026)-1C,HS20,2005.0
5014,S080 00846,5,,Y,Y,,,,,,,STR-80-1(1027),,2005.0
5015,S080 01346,1,Y,,,,,,,,,I-80-1(26)-1 ALT,H20,1969.0
5016,S080 01346,2,,,,,,,Y,,,10681,,
5017,S080 01762,1,Y,,,,,,,,,I-80-1(26)-1 ALT,H20,1969.0
5018,S080 01762,2,,,,,,,Y,,,10681,,
5019,S080 02071L,1,Y,,,,,,,,,I-80-1(31)-1,HS20,1970.0
5020,S080 02071L,2,,,,,,,Y,,,10733,,
5021,S080 02071L,3,,Y,Y,,,,,,,IR-80-1(136)-2,,1984.0
5022,S080 02071L,4,,,,,,,Y,,,11545,,1984.0
5023,S080 02071L,5,,,Y,,,,Y,,,IM-80-1(1010)-6C,,1996.0
5024,S080 02071L,6,,,Y,,,,,,,IM-80-1(1010)-5C,,1996.0
5025,S080 02071L,7,,Y,,,,,,,,STR-80-1(1025)-3C,,
5026,S080 02071L,8,,,,,,,,Y,,STR-80-1(1033)-2C,HS20,2011.0
5027,S080 02071R,1,Y,,,,,,,,,I-80-1(26)-3 ALT,HS20,1969.0
5028,S080 02071R,2,,,,,,,Y,,,10681,,
5029,S080 02071R,3,,Y,Y,,,,,,,IR-80-1(136)-1,,1984.0
5030,S080 02071R,4,,,,,,,Y,,,11545,,1984.0
5031,S080 02071R,5,,,,,,,,Y,,80(20.71R),,1982.0
5032,S080 02071R,6,,,Y,,,,,,,IM-80-1(1010)-5C,,1996.0
5033,S080 02071R,7,,Y,,,,,,,,STR-80-1(1025)-3C,,
5034,S080 02071R,8,,,,,,,,Y,,STR-80-1(1033)-2C,HS20,2011.0
5035,S080 02269L,1,Y,,,,,,,,,I-80-1(31)-1,HS20,1970.0
5036,S080 02269L,2,,,,,,,Y,,,10733,,
5037,S080 02269L,3,,Y,Y,,,,,,,IR-80-1(136)-2,,1984.0
5038,S080 02269L,4,,,,,,,Y,,,11545,,1984.0
5039,S080 02269L,5,,,Y,,,,,,,IM-80-1(1010)-6C,,1996.0
5040,S080 02269L,6,,Y,,,,,,Y,,STR-80-1(1036)-1,HS20,2012.0
5041,S080 02269R,1,Y,,,,,,,,,I-80-1(31)-1,HS20,1970.0
5042,S080 02269R,2,,,,,,,Y,,,10733,,
5043,S080 02269R,3,,Y,Y,,,,,,,IR-80-1(136)-2,,1984.0
5044,S080 02269R,4,,,,,,,Y,,,11545,,1984.0
5045,S080 02269R,5,,,Y,,,,,,,IM-80-1(1010)6C,,1996.0
5046,S080 02269R,6,,,,,,,,Y,,STR-80-1(1032),,2008.0
5047,S080 02269R,7,,Y,,,,,,Y,,STR-80-1(1036)-1,HS20,2012.0
5048,S080 02474,1,Y,,,,,,,,,I-80-1(34)-1 ALT,HS20,1972.0
5049,S080 02474,2,,,,,,,Y,,,10776,,
5050,S080 02474,3,,,Y,,,,,,,EACIM-80-(147),HS20,1999.0
5051,S080 02775,1,Y,,,,,,,,,I-80-1(34)-2 ALT,HS20,1972.0
5052,S080 02775,2,,,,,,,Y,,,10776,,
5053,S080 02775,3,,,Y,,,,,,,EACIM-80-1(157),HS20,1999.0
5054,S080 02842,1,Y,,,,,,,,,I-80-1(33)-10C,HS20,1972.0
5055,S080 02976,1,Y,,,,,,,,,I-80-1(34)-3 ALT,HS20,1972.0
5056,S080 02976,2,,,,,,,Y,,,10776,,
5057,S080 02976,3,,,Y,,,,,,,HES-30-1(114),,1985.0
5058,S080 02976,4,,,,,,,,Y,,80(29.76),,1982.0
5059,S080 02976,5,,,,,,,,Y,Y,STPD-L53A(101)-1,HS25,1996.0
5060,S080 02976,6,,,,,,,,Y,,STR-80-1(1033)-3C,HS20,2011.0
5061,S080 03052,1,Y,,,,,,,,,I-316(9)-2C,,1954.0
5062,S080 03052,2,,,,,,,,Y,,I-80-1(33)-13C,HS20,1972.0
5063,S080 03171,1,Y,,,,,,,,,I-80-1(37)-1 ALT,HS20,1972.0
5064,S080 03171,2,,,,,,,Y,,,10777,,
5065,S080 03378,1,Y,,,,,,,,,I-316(9)-3C,,1954.0
5066,S080 03378,2,,,,,,,,Y,,STD PLAN 1823-R2,,
5067,S080 03378,3,,,,,,,,Y,,I-80-1(37)-3C & MC,HS20,1971.0
5068,S080 03471,1,Y,,,,,,,,,I-80-1(37)-2 ALT,HS20,1972.0
5069,S080 03471,2,,,,,,,Y,,,10777,,
5070,S080 03563,1,Y,,,,,,,,,I-80-1(37)-1C &11C,HS20,1971.0
5071,S080 03683,1,Y,,,,,,,,,I-80-1(37)-3 ALT,HS20,1972.0
5072,S080 03683,2,,,,,,,Y,,,10777,,
5073,S080 03896L,1,Y,,,,,,,,,I-80-1(47)-1,HS20,1972.0
5074,S080 03896L,2,,,,,,,Y,,,10788,,
5075,S080 03896L,3,,,Y,,,,,,,IM-80-1(57)-2C,,1999.0
5076,S080 03896L,4,,Y,,,,,,,,STR-80-1(1026)-1C,HS20,2005.0
5077,S080 03896R,1,Y,,,,,,,,,I-80-1(47)-1,HS20,1972.0
5078,S080 03896R,2,,,,,,,Y,,,10788,,
5079,S080 03896R,3,,,Y,,,,,,,IM-80-1(57)-2C,,1999.0
5080,S080 03896R,4,,Y,,,,,,,,STR-80-1(1026)-1C,HS20,2005.0
5081,S080 04193,1,Y,,,,,,,,,I-80-1(47)-2 ORIG, H15,1972.0
5082,S080 04193,2,,,,,,,Y,,,10788,,
5083,S080 04376,1,Y,,,,,,,,,I-80-1(46),HS20,1972.0
5084,S080 04396,1,Y,,,,,,,,,I-80-1(47)-3 ORIG, H20,1972.0
5085,S080 04396,2,,,,,,,Y,,,10788,,
5086,S080 04459,1,Y,,,,,,,,,I-80-1(46)-9C,HS20,1971.0
5087,S080 04882,1,Y,,,,,,,,,I-80-1(44)-1 ORIG,HS20,1973.0
5088,S080 04882,2,,,,,,,Y,,,10821,,
5089,S080 04882,3,,Y,Y,,,,,,,STPD-L17C(103)-2C,HS20,2000.0
5090,S080 04882,4,,,,,,,,Y,,STR-80-1(1033)-4C,,2011.0
5091,S080 05035L,1,Y,,,,,,,,,I-80-1(44)_2,HS20,1973.0
5092,S080 05035L,2,,,,,,,Y,,,10821,,
5093,S080 05035L,3,,Y,Y,,,,,,,IM-80-1(165)-3C&5C,,
5094,S080 05035R,1,Y,,,,,,,,,I-80-1(44)_2,HS20,1973.0
5095,S080 05035R,2,,,,,,,Y,,,10821,,
5096,S080 05035R,3,,Y,Y,,,,,,,IM-80-1(165)-3C&5C,HS20,2000.0
5097,S080 05420L,1,Y,,,,,,,,,I-80-1(44)-3,HS20,1973.0
5098,S080 05420L,2,,,,,,,Y,,,10821,,
5099,S080 05420L,3,,Y,Y,,,,,,,IM-80-1(156)6C&7C,,
5100,S080 05420L,4,,,,,,,,Y,,STR-80-1(1032),,2008.0
5101,S080 05420R,1,Y,,,,,,,,,I-80-1(44)-3,HS20,1973.0
5102,S080 05420R,2,,,,,,,Y,,,10821,,
5103,S080 05420R,3,,Y,Y,,,,,,,IM-80-1(165)-6C&7C,HS20,2000.0
5104,S080 05420R,4,,,,,,,,Y,,STR-80-1(1032),,2008.0
5105,S080 05466L,1,Y,,,,,,,,,I-80-1(39)-1,HS20,1973.0
5106,S080 05466L,2,,,,,,,Y,,,10823,,
5107,S080 05466L,3,,Y,Y,,,,,,,IM-80-1(165)9C&10C,HS20,2000.0
5108,S080 05466R,1,Y,,,,,,,,,I-80-1(39)-1,HS20,1973.0
5109,S080 05466R,2,,,,,,,Y,,,10823,,
5110,S080 05466R,3,,Y,Y,,,,,,,IM-80-1(165)-9C&10C,HS20,2000.0
5111,S080 05537,1,Y,,,,,,,,,I-80-1(40)-1 ORIG,HS20,1973.0
5112,S080 05537,2,,,,,,,Y,,,10828,,
5113,S080 05537,3,,,,,,,,Y,,80(55.37),,1982.0
5114,S080 05537,4,,Y,Y,,,,,,,STR-80-1(1027),,2005.0
5115,S080 05545L,1,Y,,,,,,,,,I-80-1(39)-1C,HS20,1973.0
5116,S080 05549,1,Y,,,,,,,,,I-80-1(39)-2C,HS20,1973.0
5117,S080 05553R,1,Y,,,,,,,,,I-80-1(39)-3C,HS20,1973.0
5118,S080 05620L,1,Y,,,,,,,,,IG-80-1(42)-1,HS20,1973.0
5119,S080 05620L,2,,,,,,,Y,,,10831,,
5120,S080 05620L,3,,,,,,,,,Y,IM-80-1(165)-1,HS20,2000.0
5121,S080 05620R,1,Y,,,,,,,,,I-80-1(42)-1,HS20,1973.0
5122,S080 05620R,2,,,,,,,Y,,,10831,,
5123,S080 05620R,3,,,,,,,,,Y,IM-80-1(165)-1,HS20,2000.0
5124,S080 05864L,1,Y,,,,,,,,,I-80-2(46)-1 ALT,HS20,1972.0
5125,S080 05864L,2,,,,,,,Y,,,10796,,
5126,S080 05864L,3,,Y,Y,,,,,,,IM-80-1(165)-12C&14C,HS20,2000.0
5127,S080 05864L,4,,,,,,,,Y,,STR-80-1(1032),,2008.0
5128,S080 05864R,1,Y,,,,,,,,,I-80-2(46)-1 ALT,HS20,1972.0
5129,S080 05864R,2,,,,,,,Y,,,10796,,
5130,S080 05864R,3,,Y,Y,,,,,,,IM-80-1(165)-12C&13C,HS20,2000.0
5131,S080 05992L,1,Y,,,,,,,,,I-80-2(46)-2 ALT,HS20,1972.0
5132,S080 05992L,2,,,,,,,Y,,,10796,,
5133,S080 05992L,3,,Y,Y,,,,,,,IM-80-1(165)-15C&16C,HS20,2000.0
5134,S080 05992L,4,,,,,,,,Y,,STR-80-1(1032),,2008.0
5135,S080 05992R,1,Y,,,,,,,,,I-80-2(46)-2 ALT,HS20,1972.0
5136,S080 05992R,2,,,,,,,Y,,,10796,,
5137,S080 05992R,3,,Y,Y,,,,,,,IM-80-1(165)-15C&16C,HS20,2000.0
5138,S080 06462,1,Y,,,,,,,,,I-80-2(29)-1 ORIG, H20,1972.0
5139,S080 06462,2,,,,,,,Y,,,10789,,
5140,S080 06462,3,,,,,,,,Y,,STR-80-1(1033)-5C,HS20,2011.0
5141,S080 06763,1,Y,,,,,,,,,I-80-2(29)-2 ORIG,HS20,1972.0
5142,S080 06763,2,,,,,,,Y,,,10789,,
5143,S080 06763,3,,,,,,,,Y,,STR-80-1(1033)-6C,HS20,2011.0
5144,S080 06963,1,Y,,,,,,,,,I-80-2(26)-1 ORIG,HS20,1970.0
5145,S080 06963,2,,,,,,,Y,,,10709,,
5146,S080 06963,3,,,,,,,,Y,,80(69.63),,1982.0
5147,S080 06963,4,,,Y,,,,,,,IR-80-2(69)-2C,,1989.0
5148,S080 06963,5,,Y,,,,,,,,STR-80-2(1015)-1C,,2006.0
5149,S080 07164,1,Y,,,,,,,,,I-80-2(26)-2 ORIG,H20,1970.0
5150,S080 07164,2,,,,,,,Y,,,10709,,
5151,S080 07365,1,Y,,,,,,,,,I-80-2(26)-3 ORIG,H20,1970.0
5152,S080 07365,2,,,,,,,Y,,,10709,,
5153,S080 07661L,1,Y,,,,,,,,,I-80-2(23)-1,HS20,1969.0
5154,S080 07661L,2,,,,,,,Y,,,10675,,
5155,S080 07661L,3,,Y,Y,,,,,,,IR-80-2(69)-1,,1989.0
5156,S080 07661L,4,,,,,,,Y,,,11910,,
5157,S080 07661L,5,,,,,,,,Y,,STR-80-2(1014)-1C,,2004.0
5158,S080 07661R,1,Y,,,,,,,,,I-80-2(23)-1,HS20,1969.0
5159,S080 07661R,2,,,,,,,Y,,,10675,,
5160,S080 07661R,3,,Y,Y,,,,,,,IR-80-2(69)-1,,1989.0
5161,S080 07661R,4,,,,,,,Y,,,11910,,
5162,S080 07661R,5,,,,,,,,Y,,STR-80-2(1014)-1C,,2004.0
5163,S080 07690L,1,Y,,,,,,,,,EACI-80-2(22)-1,HS20,1969.0
5164,S080 07690L,2,,,,,,,Y,,,10675,,
5165,S080 07690L,3,,Y,Y,,,,,,,IR-80-2(69)-1,,1989.0
5166,S080 07690L,4,,,,,,,Y,,,11910,,
5167,S080 07690L,5,,,,,,,,Y,,STR-80-2(1014)-2C,,2004.0
5168,S080 07690L,6,,,,,,,,Y,,STR-80-1(1032),,2008.0
5169,S080 07690R,1,Y,,,,,,,,,EACI-80-2(22)_1,HS20,1969.0
5170,S080 07690R,2,,,,,,,Y,,,10675,,
5171,S080 07690R,3,,Y,Y,,,,,,,IR-80-2(69)-1,,1989.0
5172,S080 07690R,4,,,,,,,Y,,,11910,,
5173,S080 07690R,5,,,,,,,,Y,,STR-80-2(1014)-2C,,2004.0
5174,S080 08067,1,Y,,,,,,,,,EACI-80-2(23)-2,H20,1969.0
5175,S080 08067,2,,,,,,,Y,,,10675,,
5176,S080 08079,1,Y,,,,,,,,,EACI-80-2(22)-2C,HS20,1969.0
5177,S080 08110,1,Y,,,,,,,,,EACI-80-1(22)-3C,HS20,1969.0
5178,S080 08236,1,Y,,,,,,,,,EACI-80-2(22)-4C,HS20,1969.0
5179,S080 08236,2,,,,,,,,Y,,IR-80-2(69),HS20,1989.0
5180,S080 08295L,1,Y,,,,,,,,,EACI-80-2(23)-3,HS20,1969.0
5181,S080 08295L,2,,,,,,,Y,,,10675,,
5182,S080 08295L,3,,Y,Y,,,,,,,IR-80-2(69)-3,,1989.0
5183,S080 08295L,4,,,,,,,Y,,,11910,,
5184,S080 08295L,5,,,,,,,,Y,,STR-80-2(1014)-3C,,2004.0
5185,S080 08295R,1,Y,,,,,,,,,EACI-80-2(23)-3,HS20,1969.0
5186,S080 08295R,2,,,,,,,Y,,,10675,,
5187,S080 08295R,3,,Y,Y,,,,,,,IR-80-2(69)-3,,1989.0
5188,S080 08295R,4,,,,,,,Y,,,11910,,
5189,S080 08295R,5,,,,,,,,Y,,STR-80-2(1014)-3C,,2004.0
